content,date,tags
매력 넘치는 도시 오사카 근교 고베 여행! . . . .        ,2025-04-25,"['#일본여행', '#일본여행✈️', '#고베', '#오사카근교', '#고베여행', '#고베맛집', '#고베카페', '#고베스타벅스']"
